capacity_mw,reg_dt,temp,precip_mm,relhumid,snow_mm,windspd,cumulus_10th,cumulus_3rd,sun_duration_hr,extra_rad,rad,gen_mwh,is_leapyr
179.516,2020-01-01 0:00,-6.5,0,66,0,0.7,0,1,0,0,0,0,Y
179.516,2020-01-01 1:00,-6.6,0,64,0,1.3,0,1,0,0,0,0,Y
179.516,2020-01-01 2:00,-6.9,0,68,0,1.5,9,3,0,0,0,0,Y
179.516,2020-01-01 3:00,-6.5,0,67,0,1.4,9,3,0,0,0,0,Y
179.516,2020-01-01 4:00,-5.7,0,67,0,0.8,9,3,0,0,0,0,Y
179.516,2020-01-01 5:00,-5.4,0,66,0,0.8,9,3,0,0,0,0,Y
179.516,2020-01-01 6:00,-5,0,67,0,0.3,9,3,0,0,0,0,Y
179.516,2020-01-01 7:00,-4.9,0,68,0,1.1,9,3,0,0,0,0.01,Y
179.516,2020-01-01 8:00,-4.5,0,69,0,0.9,9,3,0,0.24,0,1.39,Y
179.516,2020-01-01 9:00,-4,0,70,0,0.4,9,3,0,1.09,0.02,8.93,Y
179.516,2020-01-01 10:00,-3.5,0,69,0,0.7,9,3,0,1.78,0.28,16.25,Y
179.516,2020-01-01 11:00,-2.3,0,66,0,0.3,9,3,0,2.27,0.69,25.63,Y
179.516,2020-01-01 12:00,-1.3,0,67,0,0.3,9,3,0.1,2.52,0.85,30.47,Y
179.516,2020-01-01 13:00,0.6,0,61,0,0.6,9,3,0.3,2.52,1.14,24.91,Y
179.516,2020-01-01 14:00,1,0,62,0,1.7,9,3,0,2.27,0.61,22.57,Y
179.516,2020-01-01 15:00,0.3,0,70,0,0.7,9,3,0,1.78,0.64,14.56,Y
179.516,2020-01-01 16:00,0.6,0,70,0,0.6,9,3,0,1.09,0.3,8.39,Y
179.516,2020-01-01 17:00,0.3,0,72,0,0,9,3,0,0.24,0.12,5.9,Y
179.516,2020-01-01 18:00,0.1,0,76,0,0.1,9,3,0,0,0.02,9.99,Y
179.516,2020-01-01 19:00,0.1,0,79,0,0,9,3,0,0,0,16.65,Y
179.516,2020-01-01 20:00,0,0,80,0,0.2,7,2,0,0,0,5.85,Y
179.516,2020-01-01 21:00,-0.4,0,81,0,0.2,8,2,0,0,0,2.25,Y
179.516,2020-01-01 22:00,-0.4,0,81,0,0.2,9,3,0,0,0,0.05,Y
179.516,2020-01-01 23:00,-0.3,0,80,0,0.3,0,1,0,0,0,0,Y
179.516,2020-01-02 0:00,-0.4,0,81,0,0.8,8,2,0,0,0,0,Y
179.516,2020-01-02 1:00,-0.5,0,82,0,0,6,2,0,0,0,0,Y
179.516,2020-01-02 2:00,-0.7,0,83,0,0,1,1,0,0,0,0,Y
179.516,2020-01-02 3:00,-0.9,0,84,0,0.2,8,2,0,0,0,0,Y
179.516,2020-01-02 4:00,-0.7,0,81,0,0,8,2,0,0,0,0,Y
179.516,2020-01-02 5:00,-0.3,0,83,0,0.9,9,3,0,0,0,0,Y
179.516,2020-01-02 6:00,-0.5,0,84,0,0,9,3,0,0,0,0,Y
179.516,2020-01-02 7:00,-0.4,0,83,0,0,9,3,0,0,0,0.01,Y
179.516,2020-01-02 8:00,0,0,84,0,0,9,3,0,0.25,0,2.08,Y
179.516,2020-01-02 9:00,0.6,0,80,0,0,9,3,0,1.1,0.05,9.13,Y
179.516,2020-01-02 10:00,0.8,0,78,0,0,9,3,0,1.79,0.15,14.57,Y
179.516,2020-01-02 11:00,1.5,0,77,0,0,9,3,0,2.28,0.41,17.18,Y
179.516,2020-01-02 12:00,1.8,0,74,0,0,9,3,0,2.53,0.34,16.88,Y
179.516,2020-01-02 13:00,2.5,0,67,0,0,9,3,0,2.53,0.39,15.55,Y
179.516,2020-01-02 14:00,3,0,68,0,0,9,3,0,2.28,0.43,10.01,Y
179.516,2020-01-02 15:00,3.4,0,67,0,0.5,9,3,0,1.79,0.25,4.74,Y
179.516,2020-01-02 16:00,3.4,0,66,0,0,9,3,0,1.1,0.11,2.97,Y
179.516,2020-01-02 17:00,3.2,0,68,0,0,9,3,0,0.25,0.03,2.8,Y
179.516,2020-01-02 18:00,3.2,0,68,0,0,9,3,0,0,0,7.9,Y
179.516,2020-01-02 19:00,3.5,0,69,0,0,5,1,0,0,0,10.85,Y
179.516,2020-01-02 20:00,2.8,0,73,0,0,7,2,0,0,0,0.71,Y
179.516,2020-01-02 21:00,2.7,0,74,0,0,8,2,0,0,0,0.05,Y
179.516,2020-01-02 22:00,2.5,0,73,0,0,0,1,0,0,0,0,Y
179.516,2020-01-02 23:00,2.7,0,73,0,0.6,0,1,0,0,0,0,Y
179.516,2020-01-03 0:00,2.6,0,74,0,0,8,2,0,0,0,0,Y
179.516,2020-01-03 1:00,1.7,0,80,0,0,9,3,0,0,0,0,Y
179.516,2020-01-03 2:00,0.6,0,84,0,0,10,3,0,0,0,0,Y
179.516,2020-01-03 3:00,1,0,84,0,0,8,2,0,0,0,0,Y
179.516,2020-01-03 4:00,1,0,83,0,0,7,2,0,0,0,0,Y
179.516,2020-01-03 5:00,0.6,0,84,0,0,8,2,0,0,0,0,Y
179.516,2020-01-03 6:00,0.3,0,85,0,0,6,2,0,0,0,0,Y
179.516,2020-01-03 7:00,-0.1,0,86,0,0,5,1,0,0,0,0.04,Y
179.516,2020-01-03 8:00,-0.2,0,87,0,0,3,1,0,0.25,0,5.69,Y
179.516,2020-01-03 9:00,0.1,0,84,0,0.6,1,1,0,1.1,0.17,19.56,Y
179.516,2020-01-03 10:00,1.1,0,80,0,0.4,3,1,0.5,1.79,0.51,30.91,Y
179.516,2020-01-03 11:00,2.4,0,75,0,0.4,7,2,0.2,2.28,0.79,49.74,Y
179.516,2020-01-03 12:00,3.6,0,68,0,1.4,3,1,0.2,2.54,0.84,58,Y
179.516,2020-01-03 13:00,4.5,0,61,0,2.8,2,1,0.8,2.54,1.49,62.58,Y
179.516,2020-01-03 14:00,5,0,56,0,2.2,0,1,1,2.28,1.54,56.96,Y
179.516,2020-01-03 15:00,5.5,0,52,0,1.7,1,1,1,1.79,1.33,37.04,Y
179.516,2020-01-03 16:00,5.6,0,48,0,1.9,0,1,1,1.1,0.86,16.58,Y
179.516,2020-01-03 17:00,4.6,0,51,0,1.7,1,1,0.7,0.25,0.33,10.09,Y
179.516,2020-01-03 18:00,3.5,0,52,0,0.9,0,1,0,0,0,17.83,Y
179.516,2020-01-03 19:00,3,0,52,0,0.8,0,1,0,0,0,26.32,Y
179.516,2020-01-03 20:00,2.2,0,57,0,0.3,0,1,0,0,0,21.25,Y
179.516,2020-01-03 21:00,1.5,0,59,0,0.1,0,1,0,0,0,10.09,Y
179.516,2020-01-03 22:00,1,0,62,0,0,0,1,0,0,0,0.53,Y
179.516,2020-01-03 23:00,0.6,0,65,0,0,0,1,0,0,0,0.05,Y
179.516,2020-01-04 0:00,-0.2,0,70,0,0,0,1,0,0,0,0,Y
179.516,2020-01-04 1:00,-0.9,0,73,0,0,3,1,0,0,0,0,Y
179.516,2020-01-04 2:00,-1.3,0,74,0,0.6,0,1,0,0,0,0,Y
179.516,2020-01-04 3:00,-1.6,0,76,0,0.4,0,1,0,0,0,0,Y
179.516,2020-01-04 4:00,-2.1,0,78,0,0.6,0,1,0,0,0,0,Y
179.516,2020-01-04 5:00,-2.3,0,78,0,0,0,1,0,0,0,0,Y
179.516,2020-01-04 6:00,-2.8,0,84,0,0,0,1,0,0,0,0,Y
179.516,2020-01-04 7:00,-3.5,0,86,0,0,2,1,0,0,0,0.08,Y
179.516,2020-01-04 8:00,-2.4,0,82,0,0,7,2,0,0.26,0,5.63,Y
179.516,2020-01-04 9:00,-1.8,0,78,0,0,8,2,0.1,1.11,0.25,15.87,Y
179.516,2020-01-04 10:00,-1.4,0,82,0,0.5,9,3,0,1.8,0.26,21.22,Y
179.516,2020-01-04 11:00,0.1,0,77,0,0.2,8,2,0,2.29,0.42,44,Y
179.516,2020-01-04 12:00,2.4,0,68,0,0.4,3,1,0.7,2.54,1.28,52.64,Y
179.516,2020-01-04 13:00,4.5,0,65,0,1.3,6,2,0.5,2.54,1.33,54.34,Y
179.516,2020-01-04 14:00,5.5,0,60,0,1.4,0,1,1,2.29,1.59,54.34,Y
179.516,2020-01-04 15:00,6.7,0,55,0,1.9,0,1,1,1.8,1.25,35.25,Y
179.516,2020-01-04 16:00,7,0,43,0,1.6,0,1,1,1.11,0.81,16.66,Y
179.516,2020-01-04 17:00,6.4,0,41,0,1.6,0,1,0.7,0.26,0.34,10.59,Y
179.516,2020-01-04 18:00,4.9,0,49,0,1.2,0,1,0,0,0,18.09,Y
179.516,2020-01-04 19:00,4.1,0,49,0,1.2,0,1,0,0,0,25.68,Y
179.516,2020-01-04 20:00,3.9,0,56,0,2.6,0,1,0,0,0,20.66,Y
179.516,2020-01-04 21:00,2.9,0,61,0,0.7,0,1,0,0,0,8.68,Y
179.516,2020-01-04 22:00,2,0,66,0,0.2,0,1,0,0,0,0.32,Y
179.516,2020-01-04 23:00,0.8,0,70,0,0.7,0,1,0,0,0,0,Y
179.516,2020-01-05 0:00,0,0,72,0,1.2,0,1,0,0,0,0.01,Y
179.516,2020-01-05 1:00,-0.5,0,74,0,0,0,1,0,0,0,0,Y
179.516,2020-01-05 2:00,-1.3,0,77,0,0.6,0,1,0,0,0,0,Y
179.516,2020-01-05 3:00,-1.5,0,78,0,0.8,0,1,0,0,0,0,Y
179.516,2020-01-05 4:00,-2,0,79,0,0,0,1,0,0,0,0,Y
179.516,2020-01-05 5:00,-2.3,0,81,0,0,0,1,0,0,0,0,Y
179.516,2020-01-05 6:00,-3.5,0,85,0,0,0,1,0,0,0,0,Y
179.516,2020-01-05 7:00,-3.5,0,85,0,0,0,1,0,0,0,0.09,Y
179.516,2020-01-05 8:00,-3.8,0,85,0,0,0,1,0,0.27,0,7.94,Y
179.516,2020-01-05 9:00,-2.5,0,81,0,0,0,1,0.9,1.11,0.4,34.86,Y
179.516,2020-01-05 10:00,-0.5,0,73,0,0,0,1,1,1.81,1.15,50.42,Y
179.516,2020-01-05 11:00,1.7,0,67,0,0,0,1,1,2.3,1.6,65.55,Y
179.516,2020-01-05 12:00,3.5,0,56,0,1,4,1,1,2.55,1.75,71.98,Y
179.516,2020-01-05 13:00,4.8,0,43,0,1.2,3,1,1,2.55,1.83,72.62,Y
179.516,2020-01-05 14:00,5.5,0,35,0,1.1,6,2,1,2.3,1.61,61.55,Y
179.516,2020-01-05 15:00,6.3,0,36,0,1.2,7,2,1,1.81,1.33,30.88,Y
179.516,2020-01-05 16:00,6.3,0,34,0,0.8,7,2,0.7,1.11,0.63,14.73,Y
179.516,2020-01-05 17:00,5.8,0,32,0,0.3,7,2,0,0.27,0.22,11.13,Y
179.516,2020-01-05 18:00,4.9,0,35,0,0.2,8,2,0,0,0.01,19.28,Y
179.516,2020-01-05 19:00,4.4,0,36,0,0.3,10,3,0,0,0,26.8,Y
179.516,2020-01-05 20:00,4,0,41,0,0.1,10,3,0,0,0,22.15,Y
179.516,2020-01-05 21:00,2.7,0,47,0,0.3,7,2,0,0,0,12.07,Y
179.516,2020-01-05 22:00,2,0,51,0,0.7,10,3,0,0,0,1.53,Y
179.516,2020-01-05 23:00,1.1,0,58,0,0.3,9,3,0,0,0,0.11,Y
179.516,2020-01-06 0:00,1.1,0,58,0,0,6,2,0,0,0,0.01,Y
179.516,2020-01-06 1:00,0.6,0,60,0,0.9,10,3,0,0,0,0,Y
179.516,2020-01-06 2:00,1.1,0,59,0,1.1,9,3,0,0,0,0,Y
179.516,2020-01-06 3:00,1,0,59,0,0.9,10,3,0,0,0,0,Y
179.516,2020-01-06 4:00,1,0,60,0,0.6,9,3,0,0,0,0,Y
179.516,2020-01-06 5:00,1.3,0,58,0,0.6,9,3,0,0,0,0,Y
179.516,2020-01-06 6:00,1.6,0,59,0,0.3,10,3,0,0,0,0,Y
179.516,2020-01-06 7:00,1.5,0,61,0,0.2,10,3,0,0,0,0,Y
179.516,2020-01-06 8:00,2.2,0,61,0,0.4,10,3,0,0.27,0,1.1,Y
179.516,2020-01-06 9:00,2.5,0,70,0,0.6,10,3,0,1.12,0.03,5.04,Y
179.516,2020-01-06 10:00,2.2,0,75,0,1.3,10,3,0,1.81,0.14,9.55,Y
179.516,2020-01-06 11:00,2.9,0,69,0,0.5,10,3,0,2.3,0.43,9.06,Y
179.516,2020-01-06 12:00,2.5,0.1,80,0,0.4,10,3,0,2.56,0.21,11.59,Y
179.516,2020-01-06 13:00,2.9,0,82,0,0.2,10,3,0,2.56,0.26,9.71,Y
179.516,2020-01-06 14:00,3.2,0,84,0,0.2,10,3,0,2.3,0.22,6.79,Y
179.516,2020-01-06 15:00,3.4,0.2,86,0,1,10,3,0,1.81,0.21,3.25,Y
179.516,2020-01-06 16:00,3.5,0,88,0,1.9,10,3,0,1.12,0.12,1.84,Y
179.516,2020-01-06 17:00,3.7,0,89,0,1.7,10,3,0,0.27,0.03,1.14,Y
179.516,2020-01-06 18:00,3.5,0,92,0,0.9,10,3,0,0,0,4.83,Y
179.516,2020-01-06 19:00,3.7,0,93,0,0.7,10,3,0,0,0,4.27,Y
179.516,2020-01-06 20:00,3.9,0,94,0,0,10,3,0,0,0,0.04,Y
179.516,2020-01-06 21:00,3.9,2.6,95,0,0.5,10,3,0,0,0,0,Y
179.516,2020-01-06 22:00,4.3,0,95,0,0.1,10,3,0,0,0,0,Y
179.516,2020-01-06 23:00,4.4,0,95,0,0.6,10,3,0,0,0,0,Y
179.516,2020-01-07 0:00,4.7,3,96,0,1,10,3,0,0,0,0,Y
179.516,2020-01-07 1:00,5,0,96,0,0.2,10,3,0,0,0,0,Y
179.516,2020-01-07 2:00,5,0,96,0,0.4,10,3,0,0,0,0,Y
179.516,2020-01-07 3:00,5,6.2,96,0,0,10,3,0,0,0,0,Y
179.516,2020-01-07 4:00,5.5,0,96,0,0,10,3,0,0,0,0,Y
179.516,2020-01-07 5:00,5.6,0,96,0,0,10,3,0,0,0,0,Y
179.516,2020-01-07 6:00,5.5,8.5,96,0,0.9,10,3,0,0,0,0,Y
179.516,2020-01-07 7:00,6,0,97,0,0.4,10,3,0,0,0,0,Y
179.516,2020-01-07 8:00,6.2,0,97,0,0.6,10,3,0,0.28,0,0.11,Y
179.516,2020-01-07 9:00,6.5,5.6,97,0,1.1,10,3,0,1.13,0,1.14,Y
179.516,2020-01-07 10:00,6.6,0,97,0,0.8,10,3,0,1.82,0.02,2.7,Y
179.516,2020-01-07 11:00,7.1,0,96,0,0.3,10,3,0,2.31,0.08,4.38,Y
179.516,2020-01-07 12:00,7.5,4.3,97,0,0.9,10,3,0,2.57,0.13,4.41,Y
179.516,2020-01-07 13:00,7.8,0,96,0,0,10,3,0,2.57,0.14,4.05,Y
179.516,2020-01-07 14:00,7.9,0,97,0,0.1,10,3,0,2.31,0.1,2.3,Y
179.516,2020-01-07 15:00,8.2,2.2,97,0,0,10,3,0,1.82,0.08,1.27,Y
179.516,2020-01-07 16:00,8.3,0,97,0,0.1,10,3,0,1.13,0.05,0.65,Y
179.516,2020-01-07 17:00,8.5,0,97,0,1.1,10,3,0,0.28,0.02,0.12,Y
179.516,2020-01-07 18:00,8.7,7.7,97,0,0.4,10,3,0,0,0,0.78,Y
179.516,2020-01-07 19:00,9.1,0,97,0,0,10,3,0,0,0,1.17,Y
179.516,2020-01-07 20:00,9.5,0,97,0,0,10,3,0,0,0,0,Y
179.516,2020-01-07 21:00,10.7,13.5,97,0,1.1,10,3,0,0,0,0,Y
179.516,2020-01-07 22:00,12.7,0,97,0,0.9,10,3,0,0,0,0,Y
179.516,2020-01-07 23:00,13.1,0,92,0,4.3,10,3,0,0,0,0,Y
179.516,2020-01-08 0:00,11.3,3.7,90,0,4.3,10,3,0,0,0,0,Y
179.516,2020-01-08 1:00,10.9,0,86,0,3.1,10,3,0,0,0,0,Y
179.516,2020-01-08 2:00,8.4,0,82,0,4.4,10,3,0,0,0,0,Y
179.516,2020-01-08 3:00,7.3,0,90,0,3,10,3,0,0,0,0,Y
179.516,2020-01-08 4:00,6.4,0,85,0,4.1,10,3,0,0,0,0,Y
179.516,2020-01-08 5:00,5,0,90,0,3.9,10,3,0,0,0,0,Y
179.516,2020-01-08 6:00,5,0.6,87,0,3.1,10,3,0,0,0,0,Y
179.516,2020-01-08 7:00,4.8,0,91,0,2.5,10,3,0,0,0,0,Y
179.516,2020-01-08 8:00,4.4,0,92,0,2,10,3,0,0.29,0,0.52,Y
179.516,2020-01-08 9:00,4.4,1.1,91,0,1.9,10,3,0,1.14,0.02,4.21,Y
179.516,2020-01-08 10:00,4.5,0,88,0,2.3,10,3,0,1.83,0.13,7.77,Y
179.516,2020-01-08 11:00,4.6,0,86,0,1.8,10,3,0,2.32,0.43,7.81,Y
179.516,2020-01-08 12:00,4.4,0.1,87,0,2.4,10,3,0,2.58,0.15,6.43,Y
179.516,2020-01-08 13:00,4.3,0,87,0,3,10,3,0,2.58,0.13,5.36,Y
179.516,2020-01-08 14:00,4.5,0,86,0,2.1,10,3,0,2.32,0.27,4.79,Y
179.516,2020-01-08 15:00,4.3,0,86,0,2.1,10,3,0,1.83,0.2,2.53,Y
179.516,2020-01-08 16:00,4.3,0,86,0,2.1,10,3,0,1.14,0.11,0.9,Y
179.516,2020-01-08 17:00,4.3,0,85,0,1.1,10,3,0,0.29,0.04,0.47,Y
179.516,2020-01-08 18:00,4.1,0,85,0,2,10,3,0,0,0,2.12,Y
179.516,2020-01-08 19:00,3.9,0,88,0,1.6,10,3,0,0,0,3.49,Y
179.516,2020-01-08 20:00,3.4,0,90,0,2.6,10,3,0,0,0,0.02,Y
179.516,2020-01-08 21:00,3.3,0,86,0,1.4,10,3,0,0,0,0.01,Y
179.516,2020-01-08 22:00,2.9,0,82,0,1.9,10,3,0,0,0,0,Y
179.516,2020-01-08 23:00,2.7,0,70,0,3.4,9,3,0,0,0,0,Y
179.516,2020-01-09 0:00,2.5,0,72,0,1.7,9,3,0,0,0,0,Y
179.516,2020-01-09 1:00,2,0,75,0,1,8,2,0,0,0,0,Y
179.516,2020-01-09 2:00,1.6,0,74,0,1.6,0,1,0,0,0,0,Y
179.516,2020-01-09 3:00,1.1,0,74,0,1.7,9,3,0,0,0,0,Y
179.516,2020-01-09 4:00,0.6,0,73,0,0.4,9,3,0,0,0,0,Y
179.516,2020-01-09 5:00,0.6,0,73,0,1.7,9,3,0,0,0,0,Y
179.516,2020-01-09 6:00,0.4,0,73,0,1.3,8,2,0,0,0,0,Y
179.516,2020-01-09 7:00,0.4,0,74,0,1.5,8,2,0,0,0,0.01,Y
179.516,2020-01-09 8:00,0.5,0,73,0,1.7,8,2,0,0.29,0,3.53,Y
179.516,2020-01-09 9:00,0.9,0,73,0,1.9,8,2,0,1.15,0.25,15.14,Y
179.516,2020-01-09 10:00,1.1,0,71,0,2,8,2,0.4,1.84,0.67,28.18,Y
179.516,2020-01-09 11:00,1.4,0,70,0,1.6,5,1,0.1,2.33,0.58,45.86,Y
179.516,2020-01-09 12:00,2.7,0,61,0,2,5,1,0.6,2.59,1.24,56.09,Y
179.516,2020-01-09 13:00,2.7,0,61,0,2.5,4,1,0.6,2.59,1.37,59.42,Y
179.516,2020-01-09 14:00,3.5,0,55,0,1.6,1,1,1,2.33,1.69,55.14,Y
179.516,2020-01-09 15:00,3.5,0,54,0,2.5,1,1,1,1.84,1.41,33.44,Y
179.516,2020-01-09 16:00,3.4,0,57,0,1.8,2,1,1,1.15,0.81,17.25,Y
179.516,2020-01-09 17:00,2,0,58,0,1.9,2,1,0.7,0.29,0.33,11.32,Y
179.516,2020-01-09 18:00,1.5,0,64,0,1.7,1,1,0,0,0.01,18.73,Y
179.516,2020-01-09 19:00,0.8,0,66,0,1.5,7,2,0,0,0,26.22,Y
179.516,2020-01-09 20:00,0.3,0,70,0,0.5,6,2,0,0,0,20.67,Y
179.516,2020-01-09 21:00,0,0,72,0,1,1,1,0,0,0,6.78,Y
179.516,2020-01-09 22:00,-0.2,0,74,0,0.7,1,1,0,0,0,0.27,Y
179.516,2020-01-09 23:00,-0.7,0,76,0,0.6,0,1,0,0,0,0.01,Y
179.516,2020-01-10 0:00,-1,0,77,0,0,0,1,0,0,0,0,Y
179.516,2020-01-10 1:00,-1.5,0,82,0,0.9,2,1,0,0,0,0,Y
179.516,2020-01-10 2:00,-1.6,0,82,0,0.5,0,1,0,0,0,0,Y
179.516,2020-01-10 3:00,-2.8,0,89,0,0.5,4,1,0,0,0,0,Y
179.516,2020-01-10 4:00,-2.6,0,89,0,0,5,1,0,0,0,0,Y
179.516,2020-01-10 5:00,-2.8,0,89,0,0,5,1,0,0,0,0,Y
179.516,2020-01-10 6:00,-3.1,0,90,0,0,6,2,0,0,0,0,Y
179.516,2020-01-10 7:00,-3.3,0,90,0,0.6,6,2,0,0,0,0.08,Y
179.516,2020-01-10 8:00,-2.8,0,89,0,0.7,6,2,0,0.3,0,7.61,Y
179.516,2020-01-10 9:00,-2,0,86,0,0.6,7,2,0.3,1.15,0.25,27.69,Y
179.516,2020-01-10 10:00,-1.2,0,82,0,0.9,4,1,1,1.85,0.91,41.39,Y
179.516,2020-01-10 11:00,0,0,79,0,1.9,2,1,1,2.34,1.55,60.07,Y
179.516,2020-01-10 12:00,1.4,0,73,0,1.1,1,1,1,2.6,1.63,71.07,Y
179.516,2020-01-10 13:00,2.9,0,65,0,1.4,0,1,1,2.6,1.71,74.64,Y
179.516,2020-01-10 14:00,3.7,0,52,0,1.1,0,1,1,2.34,1.71,69.6,Y
179.516,2020-01-10 15:00,5,0,42,0,1.3,0,1,1,1.85,1.45,47.37,Y
179.516,2020-01-10 16:00,5.3,0,49,0,1,0,1,1,1.15,0.93,20.4,Y
179.516,2020-01-10 17:00,4.5,0,50,0,0.9,0,1,0.8,0.3,0.37,11.88,Y
179.516,2020-01-10 18:00,3.4,0,55,0,0.9,1,1,0,0,0.01,20.06,Y
179.516,2020-01-10 19:00,2.7,0,53,0,1.3,4,1,0,0,0,26.48,Y
179.516,2020-01-10 20:00,2.2,0,55,0,0.7,8,2,0,0,0,21.31,Y
179.516,2020-01-10 21:00,1.7,0,57,0,0.8,5,1,0,0,0,10.57,Y
179.516,2020-01-10 22:00,1.5,0,59,0,0.4,8,2,0,0,0,1.52,Y
179.516,2020-01-10 23:00,1.1,0,64,0,0.7,10,3,0,0,0,0.21,Y
179.516,2020-01-11 0:00,0.4,0,68,0,0.7,6,2,0,0,0,0,Y
179.516,2020-01-11 1:00,0.2,0,69,0,0,6,2,0,0,0,0,Y
179.516,2020-01-11 2:00,-0.5,0,75,0,0,9,3,0,0,0,0,Y
179.516,2020-01-11 3:00,-1,0,76,0,0.5,6,2,0,0,0,0,Y
179.516,2020-01-11 4:00,-1.5,0,81,0,0,5,1,0,0,0,0,Y
179.516,2020-01-11 5:00,-1.8,0,83,0,0,0,1,0,0,0,0,Y
179.516,2020-01-11 6:00,-1.8,0,83,0,0,5,1,0,0,0,0,Y
179.516,2020-01-11 7:00,-2.1,0,81,0,0,5,1,0,0,0,0.1,Y
179.516,2020-01-11 8:00,-2.6,0,85,0,0,0,1,0,0.31,0,7.81,Y
179.516,2020-01-11 9:00,-1.7,0,84,0,0,0,1,0.5,1.16,0.23,30.87,Y
179.516,2020-01-11 10:00,0.1,0,75,0,0,0,1,1,1.86,0.76,44.34,Y
179.516,2020-01-11 11:00,1.8,0,70,0,0.6,0,1,1,2.35,1.24,59.48,Y
179.516,2020-01-11 12:00,3.2,0,64,0,1.1,0,1,1,2.61,1.52,63.95,Y
179.516,2020-01-11 13:00,4.1,0,58,0,1.5,1,1,1,2.61,1.8,69.48,Y
179.516,2020-01-11 14:00,5.5,0,50,0,2.8,3,1,1,2.35,1.77,62.2,Y
179.516,2020-01-11 15:00,5.7,0,49,0,2,3,1,1,1.86,1.46,40.26,Y
179.516,2020-01-11 16:00,5,0,52,0,1.7,1,1,1,1.16,0.82,20.55,Y
179.516,2020-01-11 17:00,4.1,0,46,0,1.5,0,1,0.8,0.31,0.36,12.16,Y
179.516,2020-01-11 18:00,3.1,0,53,0,0.5,1,1,0,0,0.01,20.2,Y
179.516,2020-01-11 19:00,2.5,0,55,0,1.5,8,2,0,0,0,26.01,Y
179.516,2020-01-11 20:00,1.7,0,56,0,2.3,9,3,0,0,0,20.84,Y
179.516,2020-01-11 21:00,1.1,0,66,0,0.5,8,2,0,0,0,10.73,Y
179.516,2020-01-11 22:00,1,0,68,0,1.2,10,3,0,0,0,1,Y
179.516,2020-01-11 23:00,0.8,0,69,0,1,10,3,0,0,0,0.17,Y
179.516,2020-01-12 0:00,0.6,0,71,0,0.8,8,2,0,0,0,0,Y
179.516,2020-01-12 1:00,0.5,0,72,0,0.9,9,3,0,0,0,0,Y
179.516,2020-01-12 2:00,0.6,0,69,0,0.7,9,3,0,0,0,0,Y
179.516,2020-01-12 3:00,0.5,0,71,0,0.5,9,3,0,0,0,0,Y
179.516,2020-01-12 4:00,0.4,0,71,0,0.8,8,2,0,0,0,0,Y
179.516,2020-01-12 5:00,0.3,0,72,0,1.4,9,3,0,0,0,0,Y
179.516,2020-01-12 6:00,0.1,0,73,0,1.3,8,2,0,0,0,0,Y
179.516,2020-01-12 7:00,-0.4,0,73,0,1,5,1,0,0,0,0.06,Y
179.516,2020-01-12 8:00,-0.5,0,69,0,0.9,4,1,0,0.32,0,5.98,Y
179.516,2020-01-12 9:00,-0.4,0,74,0,1,8,2,0,1.17,0.15,20.1,Y
179.516,2020-01-12 10:00,0.5,0,64,0,0.9,8,2,0,1.87,0.4,27.93,Y
179.516,2020-01-12 11:00,1.1,0,62,0,1.8,7,2,0,2.36,0.71,38.72,Y
179.516,2020-01-12 12:00,1.3,0,61,0,2.3,6,2,0.1,2.62,0.77,52.44,Y
179.516,2020-01-12 13:00,2.5,0,56,0,1.7,3,1,0.5,2.62,1.24,59.95,Y
179.516,2020-01-12 14:00,3.5,0,52,0,1.8,2,1,0.9,2.36,1.55,58.24,Y
179.516,2020-01-12 15:00,3.7,0,50,0,2.1,1,1,0.9,1.87,1.27,40.03,Y
179.516,2020-01-12 16:00,4.1,0,48,0,2,2,1,1,1.17,1,19.68,Y
179.516,2020-01-12 17:00,3,0,55,0,2.6,1,1,0.8,0.32,0.42,11.18,Y
179.516,2020-01-12 18:00,2,0,58,0,1.9,0,1,0,0,0.02,17.8,Y
179.516,2020-01-12 19:00,1.3,0,58,0,2.1,0,1,0,0,0,24.67,Y
179.516,2020-01-12 20:00,1,0,60,0,1.4,0,1,0,0,0,19.21,Y
179.516,2020-01-12 21:00,1,0,60,0,1.3,4,1,0,0,0,8.57,Y
179.516,2020-01-12 22:00,0.8,0,62,0,0.9,4,1,0,0,0,0.32,Y
179.516,2020-01-12 23:00,0.4,0,63,0,1.1,6,2,0,0,0,0.01,Y
179.516,2020-01-13 0:00,0.6,0,64,0,1,9,3,0,0,0,0,Y
179.516,2020-01-13 1:00,0.6,0,65,0,0.8,8,2,0,0,0,0,Y
179.516,2020-01-13 2:00,0.6,0,67,0,1.2,9,3,0,0,0,0,Y
179.516,2020-01-13 3:00,0.3,0,71,0,0.6,9,3,0,0,0,0,Y
179.516,2020-01-13 4:00,-0.2,0,66,0,1.4,9,3,0,0,0,0,Y
179.516,2020-01-13 5:00,-0.3,0,68,0,0.5,9,3,0,0,0,0,Y
179.516,2020-01-13 6:00,-0.4,0,70,0,0.5,9,3,0,0,0,0,Y
179.516,2020-01-13 7:00,-0.4,0,69,0,0,9,3,0,0,0,0.02,Y
179.516,2020-01-13 8:00,-1.2,0,79,0,2,10,3,0,0.33,0,3.99,Y
179.516,2020-01-13 9:00,-1,0,77,0,1.5,7,2,0,1.18,0.07,19.37,Y
179.516,2020-01-13 10:00,0.3,0,73,0,0.7,4,1,0.7,1.88,0.72,22.53,Y
