capacity_mw,reg_dt,temp,precip_mm,relhumid,snow_mm,windspd,cumulus_10th,cumulus_3rd,sun_duration_hr,extra_rad,rad,gen_mwh,is_leapyr
338.546,2023-01-05 9:00,-4.5,0,76,0,0,2,1,0,1.11,0.1,49.55,N
338.546,2023-01-05 10:00,-3.7,0,70,0,0,2,1,1,1.81,0.71,73.22,N
338.546,2023-01-05 11:00,-1,0,66,0,0,1,1,1,2.3,1.16,98.12,N
338.546,2023-01-05 12:00,0.5,0,61,0,0,2,1,1,2.55,1.43,107.47,N
338.546,2023-01-05 13:00,1.8,0,55,0,0.7,3,1,0.5,2.55,1.31,84.93,N
338.546,2023-01-05 14:00,3.1,0,50,0,1,7,2,0.7,2.3,1.29,49.35,N
338.546,2023-01-05 15:00,3.2,0,40,0,0.8,8,2,0,1.81,0.53,30.54,N
338.546,2023-01-05 16:00,3.2,0,45,0,1.5,8,2,0,1.11,0.27,14.35,N
338.546,2023-01-05 17:00,3,0,48,0,0.9,7,2,0,0.27,0.06,24.18,N
338.546,2023-01-05 18:00,2.5,0,50,0,0,7,2,0,0,0,31.48,N
338.546,2023-01-05 19:00,1.7,0,54,0,0,6,2,0,0,0,33.09,N
338.546,2023-01-05 20:00,1.1,0,59,0,0,6,2,0,0,0,18.19,N
338.546,2023-01-05 21:00,0.5,0,65,0,0,3,1,0,0,0,8.74,N
338.546,2023-01-05 22:00,-0.4,0,67,0,0,4,1,0,0,0,3.88,N
338.546,2023-01-05 23:00,-0.7,0,68,0,0,6,2,0,0,0,0.68,N
338.546,2023-01-06 0:00,-1.3,0,72,0,0,0,1,0,0,0,0.06,N
338.546,2023-01-06 1:00,-1.8,0,73,0,0,5,1,0,0,0,0.04,N
338.546,2023-01-06 2:00,-2.5,0,77,0,0,5,1,0,0,0,0.01,N
338.546,2023-01-06 3:00,-2.6,0,78,0,0,0,1,0,0,0,0.25,N
338.546,2023-01-06 4:00,-3.6,0,80,0,0,4,1,0,0,0,0.25,N
338.546,2023-01-06 5:00,-4,0,80,0,0,5,1,0,0,0,0,N
338.546,2023-01-06 6:00,-3.5,0,79,0,0,7,2,0,0,0,0,N
338.546,2023-01-06 7:00,-3.5,0,78,0,0.1,4,1,0,0,0,0.05,N
338.546,2023-01-06 8:00,-4,0,78,0,0.1,5,1,0,0.27,0,10.76,N
338.546,2023-01-06 9:00,-3,0,75,0,0.7,3,1,0.2,1.12,0.15,53.53,N
338.546,2023-01-06 10:00,-2.2,0,72,0,0.8,2,1,1,1.81,0.79,85.38,N
338.546,2023-01-06 11:00,-0.2,0,67,0,0.2,2,1,1,2.3,1.29,113.5,N
338.546,2023-01-06 12:00,2,0,57,0,0.2,4,1,1,2.56,1.56,123.98,N
338.546,2023-01-06 13:00,3.9,0,54,0,1,7,2,1,2.56,1.69,116.44,N
338.546,2023-01-06 14:00,5.6,0,55,0,0.9,5,1,1,2.3,1.57,93.23,N
338.546,2023-01-06 15:00,5.9,0,54,0,1,5,1,1,1.81,1.3,57.36,N
338.546,2023-01-06 16:00,5.9,0,54,0,1,5,1,0.9,1.12,0.71,22.38,N
338.546,2023-01-06 17:00,5.5,0,54,0,0.4,4,1,0.1,0.27,0.2,25.62,N
338.546,2023-01-06 18:00,4.7,0,57,0,0.7,6,2,0,0,0,33.99,N
338.546,2023-01-06 19:00,4,0,59,0,0.1,0,1,0,0,0,44.89,N
338.546,2023-01-06 20:00,3.5,0,64,0,0,8,2,0,0,0,34.41,N
338.546,2023-01-06 21:00,3.9,0,62,0,0.1,9,3,0,0,0,16.77,N
338.546,2023-01-06 22:00,3.9,0,64,0,0.6,7,2,0,0,0,6.53,N
338.546,2023-01-06 23:00,3.7,0,68,0,1.2,8,2,0,0,0,1.74,N
338.546,2023-01-07 0:00,2.2,0.3,82,0,1.2,10,3,0,0,0,0.1,N
338.546,2023-01-07 1:00,2.5,0,83,0,0.7,9,3,0,0,0,0.06,N
338.546,2023-01-07 2:00,2.7,0,84,0,0,9,3,0,0,0,0.05,N
338.546,2023-01-07 3:00,2.9,0.1,85,0,0.1,9,3,0,0,0,0.26,N
338.546,2023-01-07 4:00,2.7,0,83,0,1.5,9,3,0,0,0,0.26,N
338.546,2023-01-07 5:00,2.2,0,89,0,0,9,3,0,0,0,0.23,N
338.546,2023-01-07 6:00,2.7,1.1,83,0,0.9,9,3,0,0,0,0,N
338.546,2023-01-07 7:00,3.2,0,77,0,1.7,9,3,0,0,0,0,N
338.546,2023-01-07 8:00,3.2,0,70,0,2.4,9,3,0,0.28,0,0.59,N
338.546,2023-01-07 9:00,3.2,0,63,0,2.5,8,2,0,1.13,0.05,13.68,N
338.546,2023-01-07 10:00,3.2,0,61,0,2.3,8,2,0.1,1.82,0.33,29.03,N
338.546,2023-01-07 11:00,3.9,0,60,0,2.7,8,2,0,2.31,0.71,49.83,N
338.546,2023-01-07 12:00,4.8,0,57,0,2.7,6,2,0.4,2.57,1.2,68.87,N
338.546,2023-01-07 13:00,4.9,0,50,0,3.2,4,1,0.8,2.57,1.66,78.29,N
338.546,2023-01-07 14:00,4.8,0,52,0,2.9,3,1,0.9,2.31,1.49,70.55,N
338.546,2023-01-07 15:00,5,0,46,0,3.8,3,1,1,1.82,1.44,47.58,N
338.546,2023-01-07 16:00,4.8,0,45,0,2.8,2,1,1,1.13,0.92,22.74,N
338.546,2023-01-07 17:00,4,0,52,0,2.3,2,1,0.7,0.28,0.3,25.26,N
338.546,2023-01-07 18:00,3.2,0,57,0,1.1,3,1,0,0,0,27.24,N
338.546,2023-01-07 19:00,2.5,0,63,0,0,0,1,0,0,0,22.2,N
338.546,2023-01-07 20:00,2,0,64,0,1,0,1,0,0,0,11.45,N
338.546,2023-01-07 21:00,2,0,64,0,0.7,0,1,0,0,0,5.69,N
338.546,2023-01-07 22:00,1.1,0,69,0,0,0,1,0,0,0,1.57,N
338.546,2023-01-07 23:00,0.1,0,75,0,0,0,1,0,0,0,0.23,N
338.546,2023-01-08 0:00,-0.4,0,75,0,0,0,1,0,0,0,0.08,N
338.546,2023-01-08 1:00,-1,0,78,0,0,0,1,0,0,0,0.05,N
338.546,2023-01-08 2:00,-1.2,0,79,0,0,0,1,0,0,0,0.01,N
338.546,2023-01-08 3:00,-1.5,0,79,0,0,0,1,0,0,0,0.25,N
338.546,2023-01-08 4:00,-1.5,0,79,0,0,0,1,0,0,0,0.26,N
338.546,2023-01-08 5:00,-1.9,0,80,0,0,0,1,0,0,0,0.04,N
338.546,2023-01-08 6:00,-2.6,0,84,0,0,0,1,0,0,0,0,N
338.546,2023-01-08 7:00,-3.1,0,85,0,0,0,1,0,0,0,0.13,N
338.546,2023-01-08 8:00,-3.3,0,85,0,0,6,2,0,0.29,0,11.25,N
338.546,2023-01-08 9:00,-2,0,79,0,0,1,1,0.5,1.14,0.25,52.28,N
338.546,2023-01-08 10:00,-0.5,0,72,0,0,0,1,1,1.83,1.09,84.52,N
338.546,2023-01-08 11:00,1.8,0,62,0,0,0,1,1,2.32,1.6,114.68,N
338.546,2023-01-08 12:00,3.2,0,56,0,0,0,1,1,2.58,1.73,129.55,N
338.546,2023-01-08 13:00,5,0,45,0,1.2,0,1,1,2.58,1.86,125.1,N
338.546,2023-01-08 14:00,6.1,0,42,0,0.8,0,1,1,2.32,1.73,103.47,N
338.546,2023-01-08 15:00,6.5,0,37,0,0.8,0,1,1,1.83,1.42,61.82,N
338.546,2023-01-08 16:00,6.1,0,43,0,1.3,1,1,1,1.14,0.87,24.43,N
338.546,2023-01-08 17:00,5.5,0,45,0,0,0,1,0.5,0.29,0.25,26.28,N
338.546,2023-01-08 18:00,5.1,0,45,0,0.9,3,1,0,0,0,35.34,N
338.546,2023-01-08 19:00,4.5,0,50,0,0,0,1,0,0,0,45.38,N
338.546,2023-01-08 20:00,3.2,0,59,0,0,0,1,0,0,0,35.6,N
338.546,2023-01-08 21:00,2.6,0,55,0,0.7,0,1,0,0,0,16.54,N
338.546,2023-01-08 22:00,1.6,0,64,0,0,0,1,0,0,0,6.5,N
338.546,2023-01-08 23:00,1.2,0,65,0,0,0,1,0,0,0,1.74,N
338.546,2023-01-09 0:00,0.8,0,65,0,0,0,1,0,0,0,0.15,N
338.546,2023-01-09 1:00,0.8,0,67,0,0.1,0,1,0,0,0,0.08,N
338.546,2023-01-09 2:00,0.6,0,68,0,0,4,1,0,0,0,0.05,N
338.546,2023-01-09 3:00,0.4,0,70,0,0,8,2,0,0,0,0.26,N
338.546,2023-01-09 4:00,0.7,0,66,0,0,9,3,0,0,0,0.26,N
338.546,2023-01-09 5:00,0.8,0,70,0,0.1,8,2,0,0,0,0.26,N
338.546,2023-01-09 6:00,1.2,0,67,0,0,9,3,0,0,0,0.05,N
338.546,2023-01-09 7:00,1.2,0,71,0,0,10,3,0,0,0,0,N
338.546,2023-01-09 8:00,2,0,65,0,1,10,3,0,0.29,0,0.73,N
338.546,2023-01-09 9:00,2.1,0,66,0,1.8,10,3,0,1.15,0,8,N
338.546,2023-01-09 10:00,2.4,0,69,0,1.1,9,3,0,1.84,0.02,23.51,N
338.546,2023-01-09 11:00,3.5,0,63,0,0.1,9,3,0,2.33,0.26,55.99,N
338.546,2023-01-09 12:00,5.3,0,59,0,0,3,1,0.2,2.59,0.95,89.19,N
338.546,2023-01-09 13:00,7.6,0,56,0,1.6,1,1,1,2.59,1.67,97.44,N
338.546,2023-01-09 14:00,8.1,0,50,0,2.4,5,1,0.9,2.33,1.77,86.58,N
338.546,2023-01-09 15:00,8.1,0,47,0,2.5,0,1,1,1.84,1.5,60.48,N
338.546,2023-01-09 16:00,7.2,0,42,0,2.3,0,1,1,1.15,1,29.2,N
338.546,2023-01-09 17:00,5.3,0,44,0,1.7,0,1,0.7,0.29,0.38,26.28,N
338.546,2023-01-09 18:00,3.5,0,49,0,1.7,0,1,0,0,0,32.44,N
338.546,2023-01-09 19:00,2.5,0,53,0,1.5,0,1,0,0,0,29.14,N
338.546,2023-01-09 20:00,1.7,0,55,0,0.5,0,1,0,0,0,17.22,N
338.546,2023-01-09 21:00,1.2,0,56,0,0,0,1,0,0,0,5.63,N
338.546,2023-01-09 22:00,0.9,0,56,0,0,0,1,0,0,0,1.32,N
338.546,2023-01-09 23:00,0.3,0,58,0,0,0,1,0,0,0,0.23,N
338.546,2023-01-10 0:00,-0.5,0,65,0,0,0,1,0,0,0,0.07,N
338.546,2023-01-10 1:00,-1.2,0,67,0,0,0,1,0,0,0,0.03,N
338.546,2023-01-10 2:00,-1.7,0,72,0,0,0,1,0,0,0,0,N
338.546,2023-01-10 3:00,-1.9,0,73,0,0,0,1,0,0,0,0.25,N
338.546,2023-01-10 4:00,-2.4,0,74,0,0,0,1,0,0,0,0.2,N
338.546,2023-01-10 5:00,-3.2,0,79,0,0.7,0,1,0,0,0,0,N
338.546,2023-01-10 6:00,-3.8,0,80,0,0,0,1,0,0,0,0,N
338.546,2023-01-10 7:00,-3.3,0,76,0,1.5,0,1,0,0,0,0.16,N
338.546,2023-01-10 8:00,-3.3,0,76,0,0,0,1,0,0.3,0,14.88,N
338.546,2023-01-10 9:00,-1.9,0,72,0,0,0,1,0.8,1.15,0.34,67.71,N
338.546,2023-01-10 10:00,-0.9,0,65,0,1.9,0,1,1,1.85,1.06,101.76,N
338.546,2023-01-10 11:00,0.6,0,64,0,0.8,0,1,1,2.34,1.53,131.54,N
338.546,2023-01-10 12:00,3.3,0,54,0,0.2,0,1,1,2.6,1.82,143.88,N
338.546,2023-01-10 13:00,4.6,0,50,0,1.1,0,1,1,2.6,1.94,138.91,N
338.546,2023-01-10 14:00,6.5,0,47,0,1.4,0,1,1,2.34,1.87,122.84,N
338.546,2023-01-10 15:00,7.9,0,41,0,0.9,0,1,1,1.85,1.66,87.54,N
338.546,2023-01-10 16:00,8.1,0,36,0,1.5,0,1,1,1.15,1.05,33.17,N
338.546,2023-01-10 17:00,7.5,0,37,0,0.5,0,1,0.7,0.3,0.36,26.56,N
338.546,2023-01-10 18:00,6.4,0,43,0,0,4,1,0,0,0,36.16,N
338.546,2023-01-10 19:00,4.9,0,48,0,0,4,1,0,0,0,48.71,N
338.546,2023-01-10 20:00,4.1,0,53,0,0,5,1,0,0,0,42.88,N
338.546,2023-01-10 21:00,3.2,0,58,0,0,4,1,0,0,0,24.03,N
338.546,2023-01-10 22:00,2.4,0,63,0,0,5,1,0,0,0,8.98,N
338.546,2023-01-10 23:00,1.7,0,62,0,0,5,1,0,0,0,2.98,N
338.546,2023-01-11 0:00,0.4,0,70,0,0,6,2,0,0,0,0.43,N
338.546,2023-01-11 1:00,0,0,71,0,0,6,2,0,0,0,0.11,N
338.546,2023-01-11 2:00,-0.5,0,74,0,0,0,1,0,0,0,0.05,N
338.546,2023-01-11 3:00,-0.8,0,72,0,0,0,1,0,0,0,0.26,N
338.546,2023-01-11 4:00,-1.7,0,79,0,0,0,1,0,0,0,0.26,N
338.546,2023-01-11 5:00,-2.1,0,81,0,0,0,1,0,0,0,0.26,N
338.546,2023-01-11 6:00,-2.3,0,84,0,0,0,1,0,0,0,0.11,N
338.546,2023-01-11 7:00,-2,0,81,0,0,0,1,0,0,0,0.17,N
338.546,2023-01-11 8:00,-2.8,0,82,0,0,0,1,0,0.31,0,14.84,N
338.546,2023-01-11 9:00,-1.3,0,77,0,0,0,1,0.7,1.16,0.3,64.46,N
338.546,2023-01-11 10:00,0,0,75,0,1.1,0,1,1,1.86,1.05,97.62,N
338.546,2023-01-11 11:00,1.7,0,70,0,0,0,1,1,2.35,1.46,127.86,N
338.546,2023-01-11 12:00,5,0,49,0,0.5,0,1,1,2.61,1.74,141.15,N
338.546,2023-01-11 13:00,6.1,0,45,0,0.7,0,1,1,2.61,1.91,137.24,N
338.546,2023-01-11 14:00,7.9,0,43,0,0.8,0,1,1,2.35,1.84,120.05,N
338.546,2023-01-11 15:00,8.9,0,28,0,0.8,0,1,1,1.86,1.62,81.96,N
338.546,2023-01-11 16:00,9.1,0,22,0,0.8,0,1,1,1.16,1.05,32.89,N
338.546,2023-01-11 17:00,8.4,0,30,0,0.3,0,1,0.8,0.31,0.38,27.5,N
338.546,2023-01-11 18:00,7.4,0,32,0,0,0,1,0,0,0,36.2,N
338.546,2023-01-11 19:00,6,0,42,0,0,5,1,0,0,0,48.74,N
338.546,2023-01-11 20:00,4.5,0,48,0,0,0,1,0,0,0,42.37,N
338.546,2023-01-11 21:00,3.5,0,49,0,0,2,1,0,0,0,22.59,N
338.546,2023-01-11 22:00,2.7,0,52,0,0,0,1,0,0,0,8.23,N
338.546,2023-01-11 23:00,1.9,0,54,0,0.5,0,1,0,0,0,2.97,N
338.546,2023-01-12 0:00,0.6,0,62,0,0,0,1,0,0,0,0.56,N
338.546,2023-01-12 1:00,0,0,65,0,0,10,3,0,0,0,0.1,N
338.546,2023-01-12 2:00,0.2,0,61,0,0,5,1,0,0,0,0.05,N
338.546,2023-01-12 3:00,-0.9,0,67,0,0.3,3,1,0,0,0,0.28,N
338.546,2023-01-12 4:00,-0.7,0,68,0,0,0,1,0,0,0,0.29,N
338.546,2023-01-12 5:00,-0.6,0,63,0,1.5,0,1,0,0,0,0.29,N
338.546,2023-01-12 6:00,-1,0,64,0,0,0,1,0,0,0,0.11,N
338.546,2023-01-12 7:00,-1.5,0,70,0,0,0,1,0,0,0,0.21,N
338.546,2023-01-12 8:00,-1.9,0,73,0,0,0,1,0,0.32,0,15.57,N
338.546,2023-01-12 9:00,-0.2,0,57,0,1.7,0,1,0.8,1.17,0.23,65.83,N
338.546,2023-01-12 10:00,1.7,0,52,0,0.6,0,1,1,1.87,0.84,97.43,N
338.546,2023-01-12 11:00,4.1,0,48,0,0.7,0,1,1,2.36,1.36,126.25,N
338.546,2023-01-12 12:00,6.8,0,40,0,0.8,0,1,1,2.62,1.72,139.35,N
338.546,2023-01-12 13:00,9,0,34,0,1.1,0,1,1,2.62,1.9,135.88,N
338.546,2023-01-12 14:00,11.2,0,31,0,1.7,0,1,1,2.36,1.91,121.96,N
338.546,2023-01-12 15:00,12.7,0,29,0,0.5,0,1,1,1.87,1.67,86,N
338.546,2023-01-12 16:00,13,0,33,0,0.9,0,1,1,1.17,1.09,35.55,N
338.546,2023-01-12 17:00,12,0,35,0,0.8,0,1,0.8,0.32,0.42,27.56,N
338.546,2023-01-12 18:00,11.3,0,34,0,1,0,1,0,0,0,35.81,N
338.546,2023-01-12 19:00,9,0,41,0,1,0,1,0,0,0,48.32,N
338.546,2023-01-12 20:00,8.1,0,44,0,0,0,1,0,0,0,42.34,N
338.546,2023-01-12 21:00,8,0,43,0,0.4,8,2,0,0,0,23.24,N
338.546,2023-01-12 22:00,8,0,44,0,0,10,3,0,0,0,8.83,N
338.546,2023-01-12 23:00,7.4,0,50,0,0,10,3,0,0,0,2.91,N
338.546,2023-01-13 0:00,7.3,0,52,0,0,10,3,0,0,0,0.56,N
338.546,2023-01-13 1:00,6.2,0,66,0,0.8,10,3,0,0,0,0.19,N
338.546,2023-01-13 2:00,5.6,0,77,0,0,10,3,0,0,0,0.05,N
338.546,2023-01-13 3:00,5.5,0.8,84,0,0.6,10,3,0,0,0,0.26,N
338.546,2023-01-13 4:00,5.6,0,89,0,0.6,10,3,0,0,0,0.26,N
338.546,2023-01-13 5:00,6.4,0,90,0,0.5,10,3,0,0,0,0.26,N
338.546,2023-01-13 6:00,6.3,8.1,92,0,0,10,3,0,0,0,0.09,N
338.546,2023-01-13 7:00,6.9,0,93,0,0.5,10,3,0,0,0,0,N
338.546,2023-01-13 8:00,7,0,93,0,0,10,3,0,0.33,0,0.59,N
338.546,2023-01-13 9:00,8.1,5.5,93,0,0,10,3,0,1.18,0,6.75,N
338.546,2023-01-13 10:00,7.6,0,93,0,0.1,10,3,0,1.88,0.03,14,N
338.546,2023-01-13 11:00,8.6,0,93,0,0,10,3,0,2.37,0.08,18.03,N
338.546,2023-01-13 12:00,9.4,1.4,93,0,0,10,3,0,2.63,0.3,22.25,N
338.546,2023-01-13 13:00,10.9,0,90,0,0,10,3,0,2.63,0.56,17.88,N
338.546,2023-01-13 14:00,10.9,0,90,0,0,10,3,0,2.37,0.39,13.38,N
338.546,2023-01-13 15:00,11.4,0,89,0,0,10,3,0,1.88,0.26,10.92,N
338.546,2023-01-13 16:00,12.3,0,88,0,0,10,3,0,1.18,0.3,4.18,N
338.546,2023-01-13 17:00,12.6,0,90,0,0,10,3,0,0.33,0.06,6.45,N
338.546,2023-01-13 18:00,12.8,0,88,0,0.8,10,3,0,0,0,2.74,N
338.546,2023-01-13 19:00,12.5,0,86,0,1.3,10,3,0,0,0,2.79,N
338.546,2023-01-13 20:00,11.8,0,87,0,0.5,5,1,0,0,0,0.6,N
338.546,2023-01-13 21:00,11.6,0,88,0,0.1,9,3,0,0,0,0.08,N
338.546,2023-01-13 22:00,11.1,0,90,0,0.2,7,2,0,0,0,0,N
338.546,2023-01-13 23:00,10.3,0,92,0,1.6,10,3,0,0,0,0,N
338.546,2023-01-14 0:00,9.8,0.1,93,0,1,10,3,0,0,0,0,N
338.546,2023-01-14 1:00,9.6,0,93,0,1.3,10,3,0,0,0,0,N
338.546,2023-01-14 2:00,9.1,0,93,0,0.7,10,3,0,0,0,0,N
338.546,2023-01-14 3:00,8.9,0.3,93,0,0.2,10,3,0,0,0,0.03,N
338.546,2023-01-14 4:00,8.6,0,93,0,0.2,10,3,0,0,0,0,N
338.546,2023-01-14 5:00,8.5,0,91,0,0.8,10,3,0,0,0,0,N
338.546,2023-01-14 6:00,8.3,0.2,92,0,0.2,10,3,0,0,0,0,N
338.546,2023-01-14 7:00,8.3,0,92,0,1.3,10,3,0,0,0,0,N
338.546,2023-01-14 8:00,8.3,0,91,0,0.2,10,3,0,0.34,0,0.77,N
338.546,2023-01-14 9:00,8.3,0,91,0,0.7,10,3,0,1.19,0,3.64,N
338.546,2023-01-14 10:00,7.9,0,92,0,1.4,10,3,0,1.89,0,8.07,N
338.546,2023-01-14 11:00,8,0,91,0,1.1,10,3,0,2.39,0.1,18.26,N
338.546,2023-01-14 12:00,8,0.4,90,0,1.3,10,3,0,2.64,0.11,13.79,N
338.546,2023-01-14 13:00,7.6,0,91,0,1.1,10,3,0,2.64,0.04,12.88,N
338.546,2023-01-14 14:00,7.4,0,92,0,1.3,10,3,0,2.39,0.06,12.55,N
338.546,2023-01-14 15:00,7.5,1.1,91,0,0.4,10,3,0,1.89,0.12,9.99,N
338.546,2023-01-14 16:00,7.9,0,90,0,0.5,10,3,0,1.19,0.08,2.29,N
338.546,2023-01-14 17:00,7.6,0,92,0,0.6,10,3,0,0.34,0,2.86,N
338.546,2023-01-14 18:00,7.4,0.9,92,0,0,10,3,0,0,0,1.23,N
338.546,2023-01-14 19:00,7.3,0,91,0,0.8,10,3,0,0,0,1.74,N
338.546,2023-01-14 20:00,6.9,0,91,0,0.9,10,3,0,0,0,0.38,N
338.546,2023-01-14 21:00,6.8,1,92,0,0.5,10,3,0,0,0,0.01,N
338.546,2023-01-14 22:00,6.1,0,91,0,0,10,3,0,0,0,0,N
338.546,2023-01-14 23:00,5.9,0,90,0,0.8,10,3,0,0,0,0,N
338.546,2023-01-15 0:00,5.5,1.4,91,0,1.2,10,3,0,0,0,0,N
338.546,2023-01-15 1:00,5.4,0,90,0,0.3,10,3,0,0,0,0,N
338.546,2023-01-15 2:00,5.4,0,88,0,0.3,0,1,0,0,0,0,N
338.546,2023-01-15 3:00,5.4,0,91,0,0.9,10,3,0,0,0,0,N
338.546,2023-01-15 4:00,5.1,0,92,0,1.5,10,3,0,0,0,0,N
338.546,2023-01-15 5:00,4,0,91,0,2.7,10,3,0,0,0,0,N
338.546,2023-01-15 6:00,3,1.2,90,0,1.5,10,3,0,0,0,0,N
338.546,2023-01-15 7:00,2.5,0,91,0,1.9,10,3,0,0,0,0,N
338.546,2023-01-15 8:00,1.6,0,90,0,1.9,10,3,0,0.35,0,0.69,N
338.546,2023-01-15 9:00,1.3,1.1,89,0,1.5,10,3,0,1.21,0,3.09,N
338.546,2023-01-15 10:00,1.3,0,90,0,1.2,10,3,0,1.9,0,5.1,N
338.546,2023-01-15 11:00,0.8,0,88,0,2,10,3,0,2.4,0.07,4.87,N
338.546,2023-01-15 12:00,0.8,0.9,87,0,1.4,10,3,0,2.65,0.1,5.15,N
338.546,2023-01-15 13:00,0.6,0,88,0,1.3,10,3,0,2.65,0.04,4.64,N
338.546,2023-01-15 14:00,0.1,0,88,0,2.2,10,3,0,2.4,0.02,3.2,N
338.546,2023-01-15 15:00,-0.2,0,88,0,1.9,10,3,0,1.9,0,1.95,N
338.546,2023-01-15 16:00,-0.2,0,85,0,1.7,10,3,0,1.21,0,0.96,N
338.546,2023-01-15 17:00,-0.5,0,78,0,2.3,10,3,0,0.35,0,0.93,N
338.546,2023-01-15 18:00,-0.7,0.1,70,0,2.6,10,3,0,0,0,0.49,N
338.546,2023-01-15 19:00,-0.9,0,66,0,2.1,10,3,0,0,0,0.42,N
338.546,2023-01-15 20:00,-1.4,0,65,0,1.8,10,3,0,0,0,0.03,N
338.546,2023-01-15 21:00,-1.7,0,63,0,2,8,2,0,0,0,0,N
338.546,2023-01-15 22:00,-1.8,0,59,0,2.1,4,1,0,0,0,0,N
338.546,2023-01-15 23:00,-2.3,0,66,0,1.6,10,3,0,0,0,0,N
338.546,2023-01-16 0:00,-2.5,0,68,0,2,8,2,0,0,0,0,N
338.546,2023-01-16 1:00,-2.6,0,69,0,1.4,10,3,0,0,0,0,N
338.546,2023-01-16 2:00,-3,0,76,0,1.1,10,3,0,0,0,0,N
338.546,2023-01-16 3:00,-3,0,77,0,1.3,10,3,0,0,0,0,N
338.546,2023-01-16 4:00,-2.8,0,78,0,1.9,10,3,0,0,0,0,N
338.546,2023-01-16 5:00,-2.8,0,77,0,2.1,10,3,0,0,0,0,N
338.546,2023-01-16 6:00,-3.5,0,75,0,2.2,10,3,0,0,0,0,N
338.546,2023-01-16 7:00,-3.8,0,74,0,1.7,10,3,0,0,0,0.01,N
338.546,2023-01-16 8:00,-4.1,0,76,0,1.7,10,3,0,0.36,0,4.43,N
338.546,2023-01-16 9:00,-4,0,67,0,1.8,7,2,0.1,1.22,0.1,21.57,N
338.546,2023-01-16 10:00,-3.6,0,55,0,2.4,5,1,0.9,1.92,0.87,46.07,N
338.546,2023-01-16 11:00,-2.9,0,53,0,1.6,2,1,1,2.41,1.55,78.5,N
338.546,2023-01-16 12:00,-2.1,0,51,0,1.5,2,1,1,2.67,2.01,101.49,N
338.546,2023-01-16 13:00,-1.5,0,47,0,2.3,2,1,1,2.67,2.08,112.94,N
338.546,2023-01-16 14:00,-0.2,0,41,0,2.4,1,1,1,2.41,2,108.67,N
338.546,2023-01-16 15:00,0,0,43,0,1.8,1,1,1,1.92,1.74,85.64,N
338.546,2023-01-16 16:00,-0.4,0,41,0,2.2,0,1,1,1.22,1.2,39.68,N
338.546,2023-01-16 17:00,-1.3,0,44,0,2.3,0,1,0.9,0.36,0.48,23.65,N
338.546,2023-01-16 18:00,-2.3,0,48,0,1.1,0,1,0,0,0.02,22.58,N
338.546,2023-01-16 19:00,-3,0,52,0,1,0,1,0,0,0,25.53,N
338.546,2023-01-16 20:00,-3.6,0,59,0,1.2,0,1,0,0,0,23.15,N
338.546,2023-01-16 21:00,-4.1,0,58,0,1.1,0,1,0,0,0,13.29,N
338.546,2023-01-16 22:00,-4.4,0,56,0,1.9,5,1,0,0,0,5.65,N
338.546,2023-01-16 23:00,-4.6,0,58,0,1.7,0,1,0,0,0,1.26,N
338.546,2023-01-17 0:00,-5,0,59,0,1.5,0,1,0,0,0,0.3,N
338.546,2023-01-17 1:00,-5.4,0,63,0,1.4,9,3,0,0,0,0.13,N
338.546,2023-01-17 2:00,-5.6,0,65,0,1.5,7,2,0,0,0,0.02,N
338.546,2023-01-17 3:00,-5.2,0,60,0,0.3,7,2,0,0,0,0.25,N
338.546,2023-01-17 4:00,-5.7,0,61,0,1.4,8,2,0,0,0,0.26,N
338.546,2023-01-17 5:00,-5.4,0,64,0,0.4,8,2,0,0,0,0.12,N
338.546,2023-01-17 6:00,-5.2,0,64,0,0.2,8,2,0,0,0,0,N
338.546,2023-01-17 7:00,-5,0,69,0,0.9,8,2,0,0,0,0.09,N
338.546,2023-01-17 8:00,-5,0,69,0,1,8,2,0,0.37,0,9.36,N
338.546,2023-01-17 9:00,-4.6,0,65,0,0.5,8,2,0,1.23,0.07,30.85,N
338.546,2023-01-17 10:00,-4,0,50,0,0.9,7,2,0.2,1.93,0.42,65.98,N
338.546,2023-01-17 11:00,-2.6,0,46,0,1.3,7,2,1,2.43,1.13,87.25,N
338.546,2023-01-17 12:00,-1.8,0,41,0,1.3,7,2,0.6,2.68,1.41,96.83,N
338.546,2023-01-17 13:00,-0.4,0,37,0,1,8,2,0.9,2.68,1.62,119.96,N
338.546,2023-01-17 14:00,0.7,0,36,0,1.7,8,2,1,2.43,1.77,107.68,N
338.546,2023-01-17 15:00,1.1,0,39,0,1.2,8,2,1,1.93,1.34,68.26,N
338.546,2023-01-17 16:00,1.8,0,41,0,0.8,8,2,0.9,1.23,0.79,30.48,N
338.546,2023-01-17 17:00,1.3,0,45,0,0.4,8,2,0.2,0.37,0.21,25,N
338.546,2023-01-17 18:00,0.8,0,47,0,1.4,4,1,0,0,0.01,30.06,N
338.546,2023-01-17 19:00,0.3,0,48,0,0.2,0,1,0,0,0,37.04,N
338.546,2023-01-17 20:00,0.2,0,47,0,0.5,9,3,0,0,0,27.76,N
338.546,2023-01-17 21:00,-0.5,0,55,0,0.8,1,1,0,0,0,13.56,N
338.546,2023-01-17 22:00,-0.7,0,61,0,0.8,9,3,0,0,0,5.86,N
338.546,2023-01-17 23:00,-0.9,0,61,0,0.8,10,3,0,0,0,1.27,N
